product_id,product_name,category,price,stock_quantity,sales_last_30d,views_last_30d,rating,num_reviews,days_since_launch,discount_percentage,return_rate,supplier_rating,shipping_time_days,is_promoted,competitor_price,created_at,conversion_rate,stock_coverage_days,revenue_last_30d,review_engagement_rate,price_competitiveness,age_category,performance_score,stock_status,sales_velocity,discount_impact,rating_quality,price_tier,lifecycle_action,category_encoded,age_category_encoded,stock_status_encoded,price_tier_encoded
PROD_01229,Produto 1229,Casa e Decoração,-0.7030375087392775,-0.14880342944035974,0.8084947145829149,0.022764959346478535,-0.3762026516644957,-0.5128821832496877,-1.5295108637925217,0.5302121942532715,0.9282423857496602,3.6,12,0,87.46,2025-12-13T10:41:17.947484,-0.1671502862312245,-0.20921604579201858,-0.11562032712820083,-0.23418123079206563,0.23125167053560172,recent,-0.165577968788157,high,0.9462913379182954,1.0376058028311956,-0.35010508762039383,mid,1,-0.22766955834821226,1.4833263808215456,-0.3464173555691399,0.4472135954999579
PROD_01005,Produto 1005,Livros,0.8743071120210332,1.3241472831468395,0.47167031115087166,-0.30315554925395793,-0.11498104421316234,-1.4481810021475119,-1.0087682974495715,1.72105864294127,-1.022079740758605,3.9,26,0,109.43,2025-12-13T10:41:17.947484,-0.1505644644184867,-0.15261973481085325,1.0768026125728374,-0.2672530500136573,0.887905967368686,established,-0.14225648989978756,high,0.006712560442974714,1.717219967980389,-0.8487807840317004,premium,1,1.0896085034543659,-1.723865793927742,-0.3464173555691399,1.3416407864998738
PROD_00654,Produto 654,Beleza,-1.4317549112471464,1.2391693574206548,-0.887241937178406,0.09230850735994746,-0.2020549133636069,-0.7651667330839692,-1.439564420515103,0.5998523374514,0.05234921516211589,3.3,28,0,111.77,2025-12-13T10:41:17.947484,-0.35361276485974696,0.007487700299075682,-1.0497929066391865,-0.17641031241590172,-0.27156089875881023,recent,-0.3664052003443795,high,-0.0062132845571710405,-0.4075167228738759,-0.30398628909439646,budget,1,-1.1058549328832643,1.4833263808215456,-0.3464173555691399,-1.3416407864998738
PROD_01754,Produto 1754,Livros,1.4170221282784994,-0.8357083290603516,-0.6433346105552024,0.6490028792687609,1.539422469645283,0.12090583218765359,-0.5400999877409166,0.5162841656136461,0.5545279662989747,3.2,10,0,740.05,2025-12-13T10:41:17.947484,-0.35358968150459913,-0.19848641233001146,0.14678454187616152,-0.12220025849672447,-0.20021711632333453,mature,-0.3397585457697935,high,-0.18836802275878628,-0.2231830178060123,1.5416520591351508,luxury,1,1.0896085034543659,-0.9220677502404201,-0.3464173555691399,-0.4472135954999579
PROD_01426,Produto 1426,Alimentos,-1.33393374577131,-1.0977236000494206,0.8317239837851247,-0.835630775088429,-1.682310688921163,-1.0359111280280762,-0.5116958477585739,-0.2427933952459554,-1.5242584918954638,3.5,29,0,363.71,2025-12-13T10:41:17.947484,0.09405696772510197,-0.23720794902711426,-0.727797131605618,-0.25346321141301864,-0.3708827334304391,mature,0.08484189400425414,high,-0.08009389670215929,0.3224618425670837,-1.5322640933666425,budget,2,-1.5449476201507903,-0.9220677502404201,-0.3464173555691399,-1.3416407864998738
PROD_01500,Produto 1500,Casa e Decoração,1.1081624611770204,1.1541914316944704,-0.016144342095535703,-0.6802822524115755,0.4074621706895047,1.068511214492028,-1.292809697272999,0.6207443804108389,-0.05275796530838951,3.3,14,0,289.67,2025-12-13T10:41:17.947484,-0.13625702485576263,-0.13119232259224542,0.7258147386668121,-0.1278981431962939,0.10827058903994422,recent,-0.12984254145428387,high,0.08815715736829982,0.381739215516544,0.7288517867870083,luxury,1,-0.22766955834821226,1.4833263808215456,-0.3464173555691399,-0.4472135954999579
PROD_00659,Produto 659,Moda,-0.1974258767636775,0.36106412491674766,-0.8291687641728813,-1.6310567297300462,1.1040531238930604,1.419248271578712,0.7570224047860681,-0.18011726636763978,-0.28632947746506787,4.0,16,0,740.82,2025-12-13T10:41:17.947484,1.0783370908627812,-0.08491798842031995,-0.6272875347322692,0.04846452328370196,-0.3200026700532628,old,1.081738674630049,high,-0.2370910283763428,-0.6087606568881868,1.4788224200051856,mid,2,1.528701190721892,0.6815283371342237,-0.3464173555691399,0.4472135954999579
PROD_00577,Produto 577,Beleza,0.4711979136315983,0.6159979020953014,-0.887241937178406,-1.3341991964188207,1.713570207946172,2.9452621339909513,-0.6584505710006779,0.8087727670457857,0.3676707565736318,3.6,3,0,240.53,2025-12-13T10:41:17.947484,-0.06013410923357701,-0.04951740058579592,-0.4533873906553228,0.24537888130363236,0.07425330347016476,mature,-0.0470516465870734,high,-0.20015240639115695,-0.34433229341693317,2.3646190288393485,premium,1,-1.1058549328832643,-0.9220677502404201,-0.3464173555691399,1.3416407864998738
PROD_00139,Produto 139,Eletrônicos,0.30104248683616136,-0.3541667499453058,1.5866752328569456,-0.9871734319536001,0.14624056323817136,-0.949765184182224,0.6812780314998208,-0.507425939398844,-0.4848652627982446,5.0,15,0,439.67,2025-12-13T10:41:17.947484,0.3921757000145307,-0.2238887820763551,1.4943886314905095,-0.25603993314193,-0.17819498209759937,old,0.4141421900630934,high,-0.14553470910127328,0.4278913205111804,-0.13393507456429443,premium,2,0.2114231289193138,0.6815283371342237,-0.3464173555691399,1.3416407864998738
PROD_01624,Produto 1624,Beleza,-0.43734953643305385,-0.6445079961764364,1.2614654640260075,1.1804401417000459,0.4074621706895047,0.20089849433023066,-0.1093038646753852,-1.7330924596859067,1.1501353222985047,4.0,26,0,723.51,2025-12-13T10:41:17.947484,-0.24458694013379612,-0.22804599185918442,0.3794392405472008,-0.2184124329328076,-0.3354115421413708,mature,-0.22656205889634295,high,-0.10324311988082904,-1.0904885147091872,0.5408233877065951,mid,1,-1.1058549328832643,-0.9220677502404201,-0.3464173555691399,0.4472135954999579
